Ronda,Fecha,Local,Resultado,Visitante,Anio
Round 1,31/08/1986,Osasuna,0—0,Mallorca,1986-1987
Round 1,31/08/1986,Real Sociedad,4—0,Cádiz,1986-1987
Round 1,31/08/1986,Zaragoza,2—0,Sevilla,1986-1987
Round 2,6/9/1986,Athletic Club,1—0,Zaragoza,1986-1987
Round 2,6/9/1986,Español,2—0,Murcia,1986-1987
Round 2,6/9/1986,Mallorca,1—1,Barcelona,1986-1987
Round 2,7/9/1986,Cádiz,0—0,Osasuna,1986-1987
Round 2,7/9/1986,Racing de Santander,1—1,Atlético de Madrid,1986-1987
Round 2,7/9/1986,Real Madrid,1—1,Las Palmas,1986-1987
Round 2,7/9/1986,Sabadell,2—2,Real Sociedad,1986-1987
Round 2,7/9/1986,Sevilla,1—2,Betis,1986-1987
Round 2,7/9/1986,Valladolid,2—0,Sporting de Gijón,1986-1987
Round 3,10/9/1986,Atlético de Madrid,2—0,Murcia,1986-1987
Round 3,10/9/1986,Barcelona,2—0,Cádiz,1986-1987
Round 3,10/9/1986,Betis,0—0,Athletic Club,1986-1987
Round 3,10/9/1986,Sporting de Gijón,2—2,Real Madrid,1986-1987
Round 3,10/9/1986,Las Palmas,3—2,Español,1986-1987
Round 3,10/9/1986,Osasuna,1—1,Sabadell,1986-1987
Round 3,10/9/1986,Racing de Santander,1—2,Mallorca,1986-1987
Round 3,10/9/1986,Real Sociedad,0—2,Sevilla,1986-1987
Round 3,10/9/1986,Zaragoza,0—0,Valladolid,1986-1987
Round 4,13/09/1986,Real Madrid,3—1,Zaragoza,1986-1987
Round 4,13/09/1986,Sabadell,1—1,Barcelona,1986-1987
Round 4,14/09/1986,Athletic Club,1—1,Real Sociedad,1986-1987
Round 4,14/09/1986,Cádiz,3—0,Racing de Santander,1986-1987
Round 4,14/09/1986,Español,0—0,Sporting de Gijón,1986-1987
Round 4,14/09/1986,Mallorca,4—3,Atlético de Madrid,1986-1987
Round 4,14/09/1986,Murcia,1—0,Las Palmas,1986-1987
Round 4,14/09/1986,Sevilla,1—1,Osasuna,1986-1987
Round 4,14/09/1986,Valladolid,2—1,Betis,1986-1987
Round 5,21/09/1986,Atlético de Madrid,1—1,Las Palmas,1986-1987
Round 5,21/09/1986,Barcelona,1—0,Sevilla,1986-1987
Round 5,21/09/1986,Betis,2—6,Real Madrid,1986-1987
Round 5,21/09/1986,Sporting de Gijón,4—1,Murcia,1986-1987
Round 5,21/09/1986,Mallorca,0—1,Cádiz,1986-1987
Round 5,21/09/1986,Osasuna,0—1,Athletic Club,1986-1987
Round 5,21/09/1986,Racing de Santander,3—0,Sabadell,1986-1987
Round 5,21/09/1986,Real Sociedad,1—2,Valladolid,1986-1987
Round 5,21/09/1986,Zaragoza,0—0,Español,1986-1987
Round 6,27/09/1986,Athletic Club,2—2,Barcelona,1986-1987
Round 6,27/09/1986,Las Palmas,3—4,Sporting de Gijón,1986-1987
Round 6,27/09/1986,Real Madrid,1—0,Real Sociedad,1986-1987
Round 6,28/09/1986,Cádiz,0—1,Atlético de Madrid,1986-1987
Round 6,28/09/1986,Español,3—1,Betis,1986-1987
Round 6,28/09/1986,Murcia,1—2,Zaragoza,1986-1987
Round 6,28/09/1986,Sabadell,1—3,Mallorca,1986-1987
Round 6,28/09/1986,Sevilla,2—0,Racing de Santander,1986-1987
Round 6,28/09/1986,Valladolid,1—1,Osasuna,1986-1987
Round 7,4/10/1986,Barcelona,3—0,Valladolid,1986-1987
Round 7,4/10/1986,Real Sociedad,3—3,Español,1986-1987
Round 7,5/10/1986,Atlético de Madrid,1—0,Sporting de Gijón,1986-1987
Round 7,5/10/1986,Betis,3—1,Murcia,1986-1987
Round 7,5/10/1986,Cádiz,3—1,Sabadell,1986-1987
Round 7,5/10/1986,Mallorca,1—1,Sevilla,1986-1987
Round 7,5/10/1986,Osasuna,1—0,Real Madrid,1986-1987
Round 7,5/10/1986,Racing de Santander,2—1,Athletic Club,1986-1987
Round 7,5/10/1986,Zaragoza,2—1,Las Palmas,1986-1987
Round 8,8/10/1986,Athletic Club,2—1,Mallorca,1986-1987
Round 8,8/10/1986,Español,1—0,Osasuna,1986-1987
Round 8,8/10/1986,Sporting de Gijón,1—0,Zaragoza,1986-1987
Round 8,8/10/1986,Las Palmas,0—0,Betis,1986-1987
Round 8,8/10/1986,Murcia,1—2,Real Sociedad,1986-1987
Round 8,8/10/1986,Real Madrid,1—1,Barcelona,1986-1987
Round 8,8/10/1986,Sabadell,0—2,Atlético de Madrid,1986-1987
Round 8,8/10/1986,Sevilla,0—0,Cádiz,1986-1987
Round 8,8/10/1986,Valladolid,2—0,Racing de Santander,1986-1987
Round 9,12/10/1986,Atlético de Madrid,2—1,Zaragoza,1986-1987
Round 9,12/10/1986,Barcelona,1—0,Español,1986-1987
Round 9,12/10/1986,Betis,1—0,Sporting de Gijón,1986-1987
Round 9,12/10/1986,Cádiz,1—0,Athletic Club,1986-1987
Round 9,12/10/1986,Mallorca,3—2,Valladolid,1986-1987
Round 9,12/10/1986,Osasuna,0—0,Murcia,1986-1987
Round 9,12/10/1986,Racing de Santander,0—0,Real Madrid,1986-1987
Round 9,12/10/1986,Real Sociedad,2—1,Las Palmas,1986-1987
Round 9,12/10/1986,Sabadell,2—2,Sevilla,1986-1987
Round 10,18/10/1986,Athletic Club,4—2,Sabadell,1986-1987
Round 10,18/10/1986,Las Palmas,2—0,Osasuna,1986-1987
Round 10,18/10/1986,Real Madrid,3—0,Mallorca,1986-1987
Round 10,18/10/1986,Zaragoza,2—3,Betis,1986-1987
Round 10,19/10/1986,Español,2—0,Racing de Santander,1986-1987
Round 10,19/10/1986,Sporting de Gijón,0—1,Real Sociedad,1986-1987
Round 10,19/10/1986,Murcia,1—0,Barcelona,1986-1987
Round 10,19/10/1986,Sevilla,3—0,Atlético de Madrid,1986-1987
Round 10,19/10/1986,Valladolid,1—1,Cádiz,1986-1987
Round 11,26/10/1986,Atlético de Madrid,1—1,Betis,1986-1987
Round 11,26/10/1986,Barcelona,4—0,Las Palmas,1986-1987
Round 11,26/10/1986,Cádiz,0—0,Real Madrid,1986-1987
Round 11,26/10/1986,Mallorca,1—1,Español,1986-1987
Round 11,26/10/1986,Osasuna,0—2,Sporting de Gijón,1986-1987
Round 11,26/10/1986,Racing de Santander,1—1,Murcia,1986-1987
Round 11,26/10/1986,Real Sociedad,1—0,Zaragoza,1986-1987
Round 11,26/10/1986,Sabadell,1—0,Valladolid,1986-1987
Round 11,26/10/1986,Sevilla,3—1,Athletic Club,1986-1987
Round 12,1/11/1986,Athletic Club,3—0,Atlético de Madrid,1986-1987
Round 12,1/11/1986,Real Madrid,4—0,Sabadell,1986-1987
Round 12,2/11/1986,Betis,1—0,Real Sociedad,1986-1987
Round 12,2/11/1986,Español,1—0,Cádiz,1986-1987
Round 12,2/11/1986,Sporting de Gijón,0—0,Barcelona,1986-1987
Round 12,2/11/1986,Las Palmas,3—2,Racing de Santander,1986-1987
Round 12,2/11/1986,Murcia,2—0,Mallorca,1986-1987
Round 12,2/11/1986,Valladolid,1—0,Sevilla,1986-1987
Round 12,2/11/1986,Zaragoza,1—0,Osasuna,1986-1987
Round 13,8/11/1986,Athletic Club,1—0,Valladolid,1986-1987
Round 13,8/11/1986,Atlético de Madrid,1—0,Real Sociedad,1986-1987
Round 13,8/11/1986,Barcelona,0—0,Zaragoza,1986-1987
Round 13,8/11/1986,Cádiz,0—1,Murcia,1986-1987
Round 13,8/11/1986,Mallorca,4—0,Las Palmas,1986-1987
Round 13,8/11/1986,Osasuna,2—1,Betis,1986-1987
Round 13,8/11/1986,Racing de Santander,1—2,Sporting de Gijón,1986-1987
Round 13,8/11/1986,Sabadell,1—1,Español,1986-1987
Round 13,8/11/1986,Sevilla,0—1,Real Madrid,1986-1987
Round 14,15/11/1986,Las Palmas,5—0,Cádiz,1986-1987
Round 14,16/11/1986,Betis,0—1,Barcelona,1986-1987
Round 14,16/11/1986,Español,5—1,Sevilla,1986-1987
Round 14,16/11/1986,Sporting de Gijón,2—2,Mallorca,1986-1987
Round 14,16/11/1986,Murcia,2—0,Sabadell,1986-1987
Round 14,16/11/1986,Real Sociedad,2—0,Osasuna,1986-1987
Round 14,16/11/1986,Real Madrid,2—4,Athletic Club,1986-1987
Round 14,16/11/1986,Valladolid,0—0,Atlético de Madrid,1986-1987
Round 14,16/11/1986,Zaragoza,4—1,Racing de Santander,1986-1987
Round 15,22/11/1986,Athletic Club,2—1,Español,1986-1987
Round 15,22/11/1986,Barcelona,1—0,Real Sociedad,1986-1987
Round 15,23/11/1986,Atlético de Madrid,1—0,Osasuna,1986-1987
Round 15,23/11/1986,Cádiz,2—0,Sporting de Gijón,1986-1987
Round 15,23/11/1986,Mallorca,2—0,Zaragoza,1986-1987
Round 15,23/11/1986,Racing de Santander,2—0,Betis,1986-1987
Round 15,23/11/1986,Sabadell,1—0,Las Palmas,1986-1987
Round 15,23/11/1986,Sevilla,4—0,Murcia,1986-1987
Round 15,23/11/1986,Valladolid,1—1,Real Madrid,1986-1987
Round 16,6/12/1986,Betis,1—0,Mallorca,1986-1987
Round 16,6/12/1986,Las Palmas,2—1,Sevilla,1986-1987
Round 16,6/12/1986,Osasuna,0—2,Barcelona,1986-1987
Round 16,7/12/1986,Atlético de Madrid,1—1,Real Madrid,1986-1987
Round 16,7/12/1986,Español,1—0,Valladolid,1986-1987
Round 16,7/12/1986,Sporting de Gijón,2—1,Sabadell,1986-1987
Round 16,7/12/1986,Murcia,2—0,Athletic Club,1986-1987
Round 16,7/12/1986,Real Sociedad,1—1,Racing de Santander,1986-1987
Round 16,7/12/1986,Zaragoza,1—0,Cádiz,1986-1987
Round 17,13/12/1986,Athletic Club,3—0,Las Palmas,1986-1987
Round 17,13/12/1986,Mallorca,1—0,Real Sociedad,1986-1987
Round 17,14/12/1986,Barcelona,1—1,Atlético de Madrid,1986-1987
Round 17,14/12/1986,Cádiz,1—1,Betis,1986-1987
Round 17,14/12/1986,Racing de Santander,1—1,Osasuna,1986-1987
Round 17,14/12/1986,Real Madrid,1—0,Español,1986-1987
Round 17,14/12/1986,Sabadell,1—0,Zaragoza,1986-1987
Round 17,14/12/1986,Sevilla,3—0,Sporting de Gijón,1986-1987
Round 17,14/12/1986,Valladolid,4—0,Murcia,1986-1987
Round 18,17/12/1986,Athletic Club,0—0,Sporting de Gijón,1986-1987
Round 18,17/12/1986,Cádiz,1—0,Real Sociedad,1986-1987
Round 18,17/12/1986,Español,2—1,Atlético de Madrid,1986-1987
Round 18,17/12/1986,Mallorca,0—0,Osasuna,1986-1987
Round 18,17/12/1986,Racing de Santander,0—0,Barcelona,1986-1987
Round 18,17/12/1986,Real Madrid,1—0,Murcia,1986-1987
Round 18,17/12/1986,Sabadell,1—1,Betis,1986-1987
Round 18,17/12/1986,Sevilla,3—0,Zaragoza,1986-1987
Round 18,17/12/1986,Valladolid,2—1,Las Palmas,1986-1987
Round 19,20/12/1986,Real Sociedad,4—1,Sabadell,1986-1987
Round 19,21/12/1986,Atlético de Madrid,0—1,Racing de Santander,1986-1987
Round 19,21/12/1986,Barcelona,3—1,Mallorca,1986-1987
Round 19,21/12/1986,Betis,0—0,Sevilla,1986-1987
Round 19,21/12/1986,Sporting de Gijón,3—1,Valladolid,1986-1987
Round 19,21/12/1986,Las Palmas,0—1,Real Madrid,1986-1987
Round 19,21/12/1986,Murcia,1—4,Español,1986-1987
Round 19,21/12/1986,Osasuna,3—0,Cádiz,1986-1987
Round 19,21/12/1986,Zaragoza,0—0,Athletic Club,1986-1987
Round 20,27/12/1986,Sevilla,1—1,Real Sociedad,1986-1987
Round 20,28/12/1986,Athletic Club,0—0,Betis,1986-1987
Round 20,28/12/1986,Cádiz,0—1,Barcelona,1986-1987
Round 20,28/12/1986,Español,3—1,Las Palmas,1986-1987
Round 20,28/12/1986,Mallorca,3—1,Racing de Santander,1986-1987
Round 20,28/12/1986,Murcia,2—1,Atlético de Madrid,1986-1987
Round 20,28/12/1986,Real Madrid,2—2,Sporting de Gijón,1986-1987
Round 20,28/12/1986,Sabadell,3—1,Osasuna,1986-1987
Round 20,28/12/1986,Valladolid,1—1,Zaragoza,1986-1987
Round 21,3/1/1987,Sporting de Gijón,0—1,Español,1986-1987
Round 21,3/1/1987,Las Palmas,1—1,Murcia,1986-1987
Round 21,4/1/1987,Atlético de Madrid,3—1,Mallorca,1986-1987
Round 21,4/1/1987,Barcelona,3—1,Sabadell,1986-1987
Round 21,4/1/1987,Betis,2—1,Valladolid,1986-1987
Round 21,4/1/1987,Osasuna,1—1,Sevilla,1986-1987
Round 21,4/1/1987,Racing de Santander,2—1,Cádiz,1986-1987
Round 21,4/1/1987,Real Sociedad,2—1,Athletic Club,1986-1987
Round 21,4/1/1987,Zaragoza,2—2,Real Madrid,1986-1987
Round 22,10/1/1987,Athletic Club,4—1,Osasuna,1986-1987
Round 22,10/1/1987,Las Palmas,2—1,Atlético de Madrid,1986-1987
Round 22,11/1/1987,Cádiz,1—0,Mallorca,1986-1987
Round 22,11/1/1987,Español,2—0,Zaragoza,1986-1987
Round 22,11/1/1987,Murcia,2—0,Sporting de Gijón,1986-1987
Round 22,11/1/1987,Real Madrid,3—0,Betis,1986-1987
Round 22,11/1/1987,Sabadell,1—1,Racing de Santander,1986-1987
Round 22,11/1/1987,Sevilla,0—0,Barcelona,1986-1987
Round 22,11/1/1987,Valladolid,1—0,Real Sociedad,1986-1987
Round 23,17/01/1987,Barcelona,4—1,Athletic Club,1986-1987
Round 23,18/01/1987,Atlético de Madrid,2—0,Cádiz,1986-1987
Round 23,18/01/1987,Betis,2—0,Español,1986-1987
Round 23,18/01/1987,Sporting de Gijón,1—2,Las Palmas,1986-1987
Round 23,18/01/1987,Mallorca,1—0,Sabadell,1986-1987
Round 23,18/01/1987,Racing de Santander,2—0,Sevilla,1986-1987
Round 23,18/01/1987,Real Sociedad,0—2,Real Madrid,1986-1987
Round 23,18/01/1987,Zaragoza,0—0,Murcia,1986-1987
Round 23,4/2/1987,Osasuna,1—0,Valladolid,1986-1987
Round 24,24/01/1987,Las Palmas,1—1,Zaragoza,1986-1987
Round 24,25/01/1987,Athletic Club,1—2,Racing de Santander,1986-1987
Round 24,25/01/1987,Español,2—2,Real Sociedad,1986-1987
Round 24,25/01/1987,Sporting de Gijón,1—1,Atlético de Madrid,1986-1987
Round 24,25/01/1987,Murcia,3—0,Betis,1986-1987
Round 24,25/01/1987,Real Madrid,2—1,Osasuna,1986-1987
Round 24,25/01/1987,Sabadell,1—0,Cádiz,1986-1987
Round 24,25/01/1987,Sevilla,2—1,Mallorca,1986-1987
Round 24,25/01/1987,Valladolid,0—0,Barcelona,1986-1987
Round 25,31/01/1987,Barcelona,3—2,Real Madrid,1986-1987
Round 25,1/2/1987,Atlético de Madrid,1—1,Sabadell,1986-1987
Round 25,1/2/1987,Betis,3—1,Las Palmas,1986-1987
Round 25,1/2/1987,Cádiz,2—0,Sevilla,1986-1987
Round 25,1/2/1987,Mallorca,1—1,Athletic Club,1986-1987
Round 25,1/2/1987,Osasuna,1—0,Español,1986-1987
Round 25,1/2/1987,Racing de Santander,0—0,Valladolid,1986-1987
Round 25,1/2/1987,Real Sociedad,1—1,Murcia,1986-1987
Round 25,1/2/1987,Zaragoza,1—1,Sporting de Gijón,1986-1987
Round 26,7/2/1987,Las Palmas,0—1,Real Sociedad,1986-1987
Round 26,8/2/1987,Athletic Club,0—0,Cádiz,1986-1987
Round 26,8/2/1987,Español,1—1,Barcelona,1986-1987
Round 26,8/2/1987,Sporting de Gijón,3—0,Betis,1986-1987
Round 26,8/2/1987,Murcia,0—0,Osasuna,1986-1987
Round 26,8/2/1987,Real Madrid,3—0,Racing de Santander,1986-1987
Round 26,8/2/1987,Sevilla,0—1,Sabadell,1986-1987
Round 26,8/2/1987,Valladolid,0—1,Mallorca,1986-1987
Round 26,8/2/1987,Zaragoza,1—0,Atlético de Madrid,1986-1987
Round 27,14/02/1987,Real Sociedad,2—1,Sporting de Gijón,1986-1987
Round 27,15/02/1987,Atlético de Madrid,0—2,Sevilla,1986-1987
Round 27,15/02/1987,Barcelona,2—0,Murcia,1986-1987
Round 27,15/02/1987,Betis,0—1,Zaragoza,1986-1987
Round 27,15/02/1987,Cádiz,1—1,Valladolid,1986-1987
Round 27,15/02/1987,Mallorca,1—0,Real Madrid,1986-1987
Round 27,15/02/1987,Osasuna,2—1,Las Palmas,1986-1987
Round 27,15/02/1987,Racing de Santander,1—3,Español,1986-1987
Round 27,15/02/1987,Sabadell,0—0,Athletic Club,1986-1987
Round 28,21/02/1987,Betis,2—1,Atlético de Madrid,1986-1987
Round 28,21/02/1987,Español,3—1,Mallorca,1986-1987
Round 28,22/02/1987,Athletic Club,0—1,Sevilla,1986-1987
Round 28,22/02/1987,Sporting de Gijón,3—0,Osasuna,1986-1987
Round 28,22/02/1987,Las Palmas,0—0,Barcelona,1986-1987
Round 28,22/02/1987,Murcia,2—1,Racing de Santander,1986-1987
Round 28,22/02/1987,Real Madrid,2—1,Cádiz,1986-1987
Round 28,22/02/1987,Valladolid,1—0,Sabadell,1986-1987
Round 28,22/02/1987,Zaragoza,1—0,Real Sociedad,1986-1987
Round 29,28/02/1987,Barcelona,0—4,Sporting de Gijón,1986-1987
Round 29,28/02/1987,Cádiz,0—2,Español,1986-1987
Round 29,28/02/1987,Osasuna,1—0,Zaragoza,1986-1987
Round 29,1/3/1987,Atlético de Madrid,2—0,Athletic Club,1986-1987
Round 29,1/3/1987,Mallorca,1—0,Murcia,1986-1987
Round 29,1/3/1987,Racing de Santander,1—0,Las Palmas,1986-1987
Round 29,1/3/1987,Real Sociedad,1—0,Betis,1986-1987
Round 29,1/3/1987,Sabadell,0—1,Real Madrid,1986-1987
Round 29,1/3/1987,Sevilla,2—1,Valladolid,1986-1987
Round 30,7/3/1987,Real Sociedad,0—1,Atlético de Madrid,1986-1987
Round 30,8/3/1987,Betis,0—0,Osasuna,1986-1987
Round 30,8/3/1987,Español,3—1,Sabadell,1986-1987
Round 30,8/3/1987,Sporting de Gijón,2—1,Racing de Santander,1986-1987
Round 30,8/3/1987,Las Palmas,3—0,Mallorca,1986-1987
Round 30,8/3/1987,Murcia,1—0,Cádiz,1986-1987
Round 30,8/3/1987,Real Madrid,2—1,Sevilla,1986-1987
Round 30,8/3/1987,Valladolid,2—0,Athletic Club,1986-1987
Round 30,8/3/1987,Zaragoza,2—0,Barcelona,1986-1987
Round 31,14/03/1987,Barcelona,2—0,Betis,1986-1987
Round 31,14/03/1987,Mallorca,1—0,Sporting de Gijón,1986-1987
Round 31,15/03/1987,Athletic Club,1—2,Real Madrid,1986-1987
Round 31,15/03/1987,Atlético de Madrid,1—0,Valladolid,1986-1987
Round 31,15/03/1987,Cádiz,1—2,Las Palmas,1986-1987
Round 31,15/03/1987,Osasuna,1—3,Real Sociedad,1986-1987
Round 31,15/03/1987,Racing de Santander,1—2,Zaragoza,1986-1987
Round 31,15/03/1987,Sabadell,1—0,Murcia,1986-1987
Round 31,15/03/1987,Sevilla,1—0,Español,1986-1987
Round 32,21/03/1987,Español,2—1,Athletic Club,1986-1987
Round 32,21/03/1987,Las Palmas,0—0,Sabadell,1986-1987
Round 32,22/03/1987,Betis,2—0,Racing de Santander,1986-1987
Round 32,22/03/1987,Sporting de Gijón,2—1,Cádiz,1986-1987
Round 32,22/03/1987,Murcia,2—1,Sevilla,1986-1987
Round 32,22/03/1987,Osasuna,0—2,Atlético de Madrid,1986-1987
Round 32,22/03/1987,Real Sociedad,1—1,Barcelona,1986-1987
Round 32,22/03/1987,Real Madrid,2—1,Valladolid,1986-1987
Round 32,22/03/1987,Zaragoza,0—0,Mallorca,1986-1987
Round 33,25/03/1987,Athletic Club,2—0,Murcia,1986-1987
Round 33,25/03/1987,Barcelona,4—2,Osasuna,1986-1987
Round 33,25/03/1987,Cádiz,0—1,Zaragoza,1986-1987
Round 33,25/03/1987,Mallorca,3—1,Betis,1986-1987
Round 33,25/03/1987,Racing de Santander,1—0,Real Sociedad,1986-1987
Round 33,25/03/1987,Sabadell,0—0,Sporting de Gijón,1986-1987
Round 33,25/03/1987,Sevilla,1—0,Las Palmas,1986-1987
Round 33,25/03/1987,Valladolid,1—0,Español,1986-1987
Round 33,26/03/1987,Real Madrid,4—1,Atlético de Madrid,1986-1987
Round 34,4/4/1987,Español,0—0,Real Madrid,1986-1987
Round 34,4/4/1987,Zaragoza,2—1,Sabadell,1986-1987
Round 34,5/4/1987,Atlético de Madrid,0—4,Barcelona,1986-1987
Round 34,5/4/1987,Betis,4—1,Cádiz,1986-1987
Round 34,5/4/1987,Sporting de Gijón,3—1,Sevilla,1986-1987
Round 34,5/4/1987,Las Palmas,2—1,Athletic Club,1986-1987
Round 34,5/4/1987,Murcia,1—0,Valladolid,1986-1987
Round 34,5/4/1987,Osasuna,2—0,Racing de Santander,1986-1987
Round 34,5/4/1987,Real Sociedad,7—1,Mallorca,1986-1987
Round 35,12/4/1987,Cádiz,1—1,Athletic Club,1986-1987
Round 35,12/4/1987,Español,2—1,Sporting de Gijón,1986-1987
Round 35,12/4/1987,Mallorca,2—2,Zaragoza,1986-1987
Round 35,12/4/1987,Murcia,1—2,Atlético de Madrid,1986-1987
Round 35,12/4/1987,Osasuna,4—0,Las Palmas,1986-1987
Round 35,12/4/1987,Racing de Santander,4—0,Sabadell,1986-1987
Round 35,12/4/1987,Real Sociedad,2—1,Betis,1986-1987
Round 35,12/4/1987,Real Madrid,0—0,Barcelona,1986-1987
Round 35,12/4/1987,Sevilla,1—2,Valladolid,1986-1987
Round 36,18/04/1987,Sporting de Gijón,0—1,Real Madrid,1986-1987
Round 36,18/04/1987,Zaragoza,2—0,Español,1986-1987
Round 36,19/04/1987,Athletic Club,3—1,Racing de Santander,1986-1987
Round 36,19/04/1987,Atlético de Madrid,2—0,Sevilla,1986-1987
Round 36,19/04/1987,Barcelona,1—0,Mallorca,1986-1987
Round 36,19/04/1987,Betis,5—0,Murcia,1986-1987
Round 36,19/04/1987,Las Palmas,2—1,Cádiz,1986-1987
Round 36,19/04/1987,Valladolid,0—1,Real Sociedad,1986-1987
Round 36,19/06/1987,Sabadell,2—1,Osasuna,1986-1987
Round 37,2/5/1987,Racing de Santander,1—3,Las Palmas,1986-1987
Round 37,2/5/1987,Sabadell,1—0,Athletic Club,1986-1987
Round 37,3/5/1987,Español,0—0,Barcelona,1986-1987
Round 37,3/5/1987,Sporting de Gijón,1—1,Zaragoza,1986-1987
Round 37,3/5/1987,Osasuna,3—2,Cádiz,1986-1987
Round 37,3/5/1987,Real Sociedad,2—1,Murcia,1986-1987
Round 37,3/5/1987,Real Madrid,3—0,Mallorca,1986-1987
Round 37,3/5/1987,Sevilla,1—3,Betis,1986-1987
Round 37,3/5/1987,Valladolid,1—1,Atlético de Madrid,1986-1987
Round 38,9/5/1987,Barcelona,2—0,Sporting de Gijón,1986-1987
Round 38,9/5/1987,Las Palmas,1—1,Sabadell,1986-1987
Round 38,10/5/1987,Betis,3—2,Valladolid,1986-1987
Round 38,10/5/1987,Cádiz,2—1,Racing de Santander,1986-1987
Round 38,10/5/1987,Mallorca,1—0,Español,1986-1987
Round 38,10/5/1987,Murcia,2—0,Sevilla,1986-1987
Round 38,10/5/1987,Osasuna,0—0,Athletic Club,1986-1987
Round 38,10/5/1987,Real Sociedad,2—1,Atlético de Madrid,1986-1987
Round 38,10/5/1987,Real Madrid,2—1,Zaragoza,1986-1987
Round 39,16/05/1987,Español,2—3,Real Madrid,1986-1987
Round 39,16/05/1987,Valladolid,2—0,Murcia,1986-1987
Round 39,17/05/1987,Athletic Club,4—1,Las Palmas,1986-1987
Round 39,17/05/1987,Atlético de Madrid,3—2,Betis,1986-1987
Round 39,17/05/1987,Sporting de Gijón,1—1,Mallorca,1986-1987
Round 39,17/05/1987,Racing de Santander,1—1,Osasuna,1986-1987
Round 39,17/05/1987,Sabadell,2—0,Cádiz,1986-1987
Round 39,17/05/1987,Sevilla,1—1,Real Sociedad,1986-1987
Round 39,17/05/1987,Zaragoza,2—1,Barcelona,1986-1987
Round 40,23/05/1987,Barcelona,2—1,Real Madrid,1986-1987
Round 40,24/05/1987,Athletic Club,1—0,Cádiz,1986-1987
Round 40,24/05/1987,Atlético de Madrid,4—2,Murcia,1986-1987
Round 40,24/05/1987,Betis,5—1,Real Sociedad,1986-1987
Round 40,24/05/1987,Sporting de Gijón,4—0,Español,1986-1987
Round 40,24/05/1987,Las Palmas,1—1,Osasuna,1986-1987
Round 40,24/05/1987,Sabadell,1—0,Racing de Santander,1986-1987
Round 40,24/05/1987,Valladolid,1—0,Sevilla,1986-1987
Round 40,24/05/1987,Zaragoza,1—1,Mallorca,1986-1987
Round 41,30/05/1987,Racing de Santander,2—0,Athletic Club,1986-1987
Round 41,30/05/1987,Real Sociedad,2—0,Valladolid,1986-1987
Round 41,30/05/1987,Real Madrid,4—0,Sporting de Gijón,1986-1987
Round 41,31/05/1987,Cádiz,2—4,Las Palmas,1986-1987
Round 41,31/05/1987,Español,2—1,Zaragoza,1986-1987
Round 41,31/05/1987,Mallorca,0—1,Barcelona,1986-1987
Round 41,31/05/1987,Murcia,3—2,Betis,1986-1987
Round 41,31/05/1987,Osasuna,0—1,Sabadell,1986-1987
Round 41,31/05/1987,Sevilla,2—2,Atlético de Madrid,1986-1987
Round 42,6/6/1987,Athletic Club,1—1,Sabadell,1986-1987
Round 42,6/6/1987,Atlético de Madrid,0—1,Valladolid,1986-1987
Round 42,6/6/1987,Las Palmas,3—2,Racing de Santander,1986-1987
Round 42,6/6/1987,Murcia,4—0,Real Sociedad,1986-1987
Round 42,7/6/1987,Barcelona,2—1,Español,1986-1987
Round 42,7/6/1987,Betis,1—2,Sevilla,1986-1987
Round 42,7/6/1987,Cádiz,1—0,Osasuna,1986-1987
Round 42,7/6/1987,Mallorca,0—4,Real Madrid,1986-1987
Round 42,7/6/1987,Zaragoza,2—2,Sporting de Gijón,1986-1987
Round 43,13/06/1987,Español,5—0,Mallorca,1986-1987
Round 43,14/06/1987,Athletic Club,0—2,Osasuna,1986-1987
Round 43,14/06/1987,Atlético de Madrid,5—1,Real Sociedad,1986-1987
